Simulation,Precision,Recall,F1 Score,Tool
Gut_Medium_Halfnormal,0.0068879148403256105,0.9166666666666666,0.013673088875077689,Earth Virome
Gut_Full_Lognormal,0.012952605239917574,0.967032967032967,0.025562817719680466,Earth Virome
Gut_Medium_Lognormal,0.0018368846436443791,0.8333333333333334,0.0036656891495601175,Earth Virome
Soil_Medium_Exponential,0.0142602495543672,0.9411764705882353,0.02809482001755926,Earth Virome
Soil_Medium_Uniform,0.014388489208633094,1.0,0.028368794326241138,Earth Virome
Gut_Full_Uniform,0.004873096446700508,0.96,0.009696969696969697,Earth Virome
Soil_Full_Halfnormal,0.009018474739514929,0.944954128440367,0.0178664353859497,Earth Virome
Soil_Medium_Zero,0.006202618883528601,1.0,0.012328767123287671,Earth Virome
Soil_Medium_Lognormal,0.0035828025477707007,1.0,0.007140023800079334,Earth Virome
Gut_Medium_Exponential,0.012515644555694618,1.0,0.024721878862793572,Earth Virome
Soil_Low_Halfnormal,0.0,0.0,0.0,Earth Virome
Soil_Medium_Halfnormal,0.006105834464043419,1.0,0.012137559002022926,Earth Virome
Gut_Full_Halfnormal,0.009892379606478966,0.9680851063829787,0.01958463359517917,Earth Virome
Gut_Low_Zero,0.0,0.0,0.0,Earth Virome
Gut_Medium_Zero,0.008050089445438283,0.9,0.01595744680851064,Earth Virome
Gut_Medium_Uniform,0.017482517482517484,1.0,0.03436426116838488,Earth Virome
Soil_Low_Uniform,0.0,0.0,0.0,Earth Virome
Soil_Low_Lognormal,0.0,0.0,0.0,Earth Virome
Gut_Low_Exponential,0.0,0.0,0.0,Earth Virome
Soil_Full_Lognormal,0.020479368932038836,0.9782608695652174,0.04011887072808321,Earth Virome
Gut_Full_Exponential,0.015261520225218551,0.9716981132075472,0.030051057622173596,Earth Virome
Gut_Low_Uniform,0.0,0.0,0.0,Earth Virome
Gut_Low_Halfnormal,0.0,0.0,0.0,Earth Virome
Soil_Low_Exponential,0.0,0.0,0.0,Earth Virome
Gut_Full_Zero,0.01976434815659445,0.9811320754716981,0.03874813710879284,Earth Virome
Soil_Low_Zero,0.0,0.0,0.0,Earth Virome
Soil_Full_Uniform,0.005574614065180103,0.9420289855072463,0.01108363884389121,Earth Virome
Soil_Full_Zero,0.015426997245179064,0.9655172413793104,0.030368763557483733,Earth Virome
Soil_Full_Exponential,0.012901491734981858,0.96,0.02546081421562127,Earth Virome
Gut_Low_Lognormal,0.0,0.0,0.0,Earth Virome
Soil_Low_Lognormal,0.0,0.0,0.0,Metaphinder
Soil_Full_Lognormal,0.10357142857142858,0.8405797101449275,0.18441971383147854,Metaphinder
Gut_Low_Exponential,0.0,0.0,0.0,Metaphinder
Gut_Medium_Uniform,0.04065040650406504,1.0,0.078125,Metaphinder
Soil_Low_Uniform,0.0,0.0,0.0,Metaphinder
Gut_Low_Uniform,0.0,0.0,0.0,Metaphinder
Soil_Full_Halfnormal,0.046420581655480984,0.7614678899082569,0.0875065893516078,Metaphinder
Soil_Full_Zero,0.06528662420382166,0.7068965517241379,0.119533527696793,Metaphinder
Gut_Low_Halfnormal,0.0,0.0,0.0,Metaphinder
Gut_Full_Uniform,0.013972055888223553,0.56,0.027263875365141188,Metaphinder
Soil_Low_Exponential,0.0,0.0,0.0,Metaphinder
Gut_Low_Lognormal,0.0,0.0,0.0,Metaphinder
Soil_Low_Zero,0.0,0.0,0.0,Metaphinder
Gut_Full_Lognormal,0.047959914101646385,0.7362637362637363,0.09005376344086022,Metaphinder
Soil_Full_Exponential,0.06227883934890304,0.88,0.1163251817580965,Metaphinder
Gut_Medium_Lognormal,0.006906077348066298,0.8333333333333334,0.013698630136986302,Metaphinder
Soil_Medium_Exponential,0.03870967741935484,0.7058823529411765,0.07339449541284404,Metaphinder
Gut_Medium_Halfnormal,0.02074688796680498,0.8333333333333334,0.04048582995951417,Metaphinder
Gut_Full_Halfnormal,0.031210986267166042,0.7978723404255319,0.06007208650380457,Metaphinder
Soil_Medium_Uniform,0.03669724770642202,1.0,0.07079646017699115,Metaphinder
Soil_Medium_Lognormal,0.008305647840531562,0.5555555555555556,0.016366612111292964,Metaphinder
Gut_Medium_Exponential,0.0380952380952381,1.0,0.07339449541284404,Metaphinder
Gut_Full_Exponential,0.05514250309789343,0.839622641509434,0.10348837209302325,Metaphinder
Soil_Medium_Zero,0.020512820512820513,0.8888888888888888,0.040100250626566414,Metaphinder
Soil_Full_Uniform,0.02456140350877193,0.6086956521739131,0.04721753794266442,Metaphinder
Gut_Full_Zero,0.05110497237569061,0.6981132075471698,0.09523809523809525,Metaphinder
Gut_Medium_Zero,0.02403846153846154,0.75,0.04658385093167702,Metaphinder
Soil_Low_Halfnormal,0.0,0.0,0.0,Metaphinder
Soil_Medium_Halfnormal,0.021538461538461538,0.7777777777777778,0.04191616766467066,Metaphinder
Gut_Low_Zero,0.0,0.0,0.0,Metaphinder
Gut_Medium_Zero,0.024390243902439025,0.55,0.04670912951167728,VirBrant_Proteins
Gut_Medium_Halfnormal,0.01529051987767584,0.4166666666666667,0.029498525073746316,VirBrant_Proteins
Gut_Low_Halfnormal,0.0,0.0,0.0,VirBrant_Proteins
Gut_Full_Lognormal,0.03772241992882562,0.5824175824175825,0.07085561497326202,VirBrant_Proteins
Soil_Medium_Lognormal,0.012526096033402923,0.6666666666666666,0.02459016393442623,VirBrant_Proteins
Soil_Low_Lognormal,0.0,0.0,0.0,VirBrant_Proteins
Gut_Low_Zero,0.0,0.0,0.0,VirBrant_Proteins
Gut_Low_Uniform,0.0,0.0,0.0,VirBrant_Proteins
Soil_Full_Exponential,0.04379084967320261,0.67,0.08220858895705521,VirBrant_Proteins
Gut_Medium_Uniform,0.0,0.0,0.0,VirBrant_Proteins
Soil_Low_Zero,0.0,0.0,0.0,VirBrant_Proteins
Gut_Full_Halfnormal,0.03166666666666667,0.6063829787234043,0.060190073917634646,VirBrant_Proteins
Gut_Full_Uniform,0.010702341137123745,0.4266666666666667,0.020880913539967374,VirBrant_Proteins
Soil_Full_Halfnormal,0.02989736724676484,0.6146788990825688,0.057021276595744685,VirBrant_Proteins
Gut_Full_Zero,0.04896421845574388,0.49056603773584906,0.08904109589041097,VirBrant_Proteins
Gut_Low_Lognormal,0.0,0.0,0.0,VirBrant_Proteins
Soil_Low_Uniform,0.0,0.0,0.0,VirBrant_Proteins
Soil_Medium_Halfnormal,0.019230769230769232,0.6666666666666666,0.037383177570093455,VirBrant_Proteins
Gut_Medium_Lognormal,0.0017574692442882249,0.16666666666666666,0.003478260869565217,VirBrant_Proteins
Soil_Full_Lognormal,0.07148067104303428,0.7101449275362319,0.12988734261100066,VirBrant_Proteins
Soil_Low_Halfnormal,0.0,0.0,0.0,VirBrant_Proteins
Gut_Medium_Exponential,0.03333333333333333,0.5,0.0625,VirBrant_Proteins
Soil_Full_Uniform,0.013492675404780262,0.5072463768115942,0.026286143447239955,VirBrant_Proteins
Soil_Medium_Zero,0.030534351145038167,0.8888888888888888,0.05904059040590405,VirBrant_Proteins
Soil_Low_Exponential,0.0,0.0,0.0,VirBrant_Proteins
Soil_Medium_Exponential,0.06698564593301436,0.8235294117647058,0.12389380530973453,VirBrant_Proteins
Soil_Medium_Uniform,0.06349206349206349,1.0,0.11940298507462686,VirBrant_Proteins
Gut_Low_Exponential,0.0,0.0,0.0,VirBrant_Proteins
Gut_Full_Exponential,0.0479559748427673,0.5754716981132075,0.08853410740203194,VirBrant_Proteins
Soil_Full_Zero,0.04021813224267212,0.5086206896551724,0.07454200884396715,VirBrant_Proteins
Gut_Low_Lognormal,0.0,0.0,0.0,VirBrant
