Simulation,Precision,Recall,F1 Score,Tool
Gut_Medium_Halfnormal,0.008708272859216255,0.782608695652174,0.01722488038277512,Earth Virome
Gut_Full_Lognormal,0.015417642466822794,0.8404255319148937,0.03027980068991951,Earth Virome
Gut_Medium_Lognormal,0.0014858841010401188,0.38461538461538464,0.002960331557134399,Earth Virome
Soil_Medium_Exponential,0.030539311241065625,0.9591836734693877,0.059193954659949616,Earth Virome
Soil_Medium_Uniform,0.01020408163265306,0.5,0.019999999999999997,Earth Virome
Gut_Full_Uniform,0.004182700351346829,0.8130081300813008,0.008322583329865591,Earth Virome
Soil_Full_Halfnormal,0.010604978295510742,0.8427947598253275,0.02094638593444758,Earth Virome
Soil_Medium_Zero,0.003992015968063872,0.8888888888888888,0.007948335817188274,Earth Virome
Soil_Medium_Lognormal,0.004196170993968004,0.8421052631578947,0.008350730688935283,Earth Virome
Gut_Medium_Exponential,0.017121455323702513,0.8888888888888888,0.03359580052493438,Earth Virome
Soil_Low_Halfnormal,0.0,0.0,0.0,Earth Virome
Soil_Medium_Halfnormal,0.0046248715313463515,0.6923076923076923,0.009188361408882082,Earth Virome
Gut_Full_Halfnormal,0.012038095238095238,0.8926553672316384,0.02375582619155014,Earth Virome
Gut_Low_Zero,0.0,0.0,0.0,Earth Virome
Gut_Medium_Zero,0.01226158038147139,0.9310344827586207,0.024204392649036306,Earth Virome
Gut_Medium_Uniform,0.009433962264150943,0.5,0.018518518518518517,Earth Virome
Soil_Low_Uniform,0.0,0.0,0.0,Earth Virome
Soil_Low_Lognormal,0.0,0.0,0.0,Earth Virome
Gut_Low_Exponential,0.0,0.0,0.0,Earth Virome
Soil_Full_Lognormal,0.020142547257514718,0.8813559322033898,0.03938498826024388,Earth Virome
Gut_Full_Exponential,0.015605749486652977,0.8539325842696629,0.03065134099616858,Earth Virome
Gut_Low_Uniform,0.0,0.0,0.0,Earth Virome
Gut_Low_Halfnormal,0.0,0.0,0.0,Earth Virome
Soil_Low_Exponential,0.0,0.0,0.0,Earth Virome
Gut_Full_Zero,0.015032763715790827,0.8602941176470589,0.029549185503220103,Earth Virome
Soil_Low_Zero,0.0,0.0,0.0,Earth Virome
Soil_Full_Uniform,0.0063634072580645165,0.8015873015873016,0.012626578322290286,Earth Virome
Soil_Full_Zero,0.0170973841790104,0.7977941176470589,0.03347732181425486,Earth Virome
Soil_Full_Exponential,0.017981532480155518,0.888,0.03524928548745634,Earth Virome
Gut_Low_Lognormal,0.0,0.0,0.0,Earth Virome
Soil_Low_Lognormal,0.0,0.0,0.0,Metaphinder
Soil_Full_Lognormal,0.0471847739888977,0.8067796610169492,0.08915527252294438,Metaphinder
Gut_Low_Exponential,0.0,0.0,0.0,Metaphinder
Gut_Medium_Uniform,0.009345794392523364,0.5,0.018348623853211007,Metaphinder
Soil_Low_Uniform,0.0,0.0,0.0,Metaphinder
Gut_Low_Uniform,0.0,0.0,0.0,Metaphinder
Soil_Full_Halfnormal,0.022290545734050732,0.759825327510917,0.0433105164903547,Metaphinder
Soil_Full_Zero,0.03180880330123796,0.6801470588235294,0.06077529566360053,Metaphinder
Gut_Low_Halfnormal,0.0,0.0,0.0,Metaphinder
Gut_Full_Uniform,0.005367686527106817,0.5691056910569106,0.010635065329687025,Metaphinder
Soil_Low_Exponential,0.0,0.0,0.0,Metaphinder
Gut_Low_Lognormal,0.0,0.0,0.0,Metaphinder
Soil_Low_Zero,0.0,0.0,0.0,Metaphinder
Gut_Full_Lognormal,0.023145712782745922,0.7021276595744681,0.044814123238838904,Metaphinder
Soil_Full_Exponential,0.03774981495188749,0.816,0.07216130173328618,Metaphinder
Gut_Medium_Lognormal,0.001037344398340249,0.23076923076923078,0.0020654044750430295,Metaphinder
Soil_Medium_Exponential,0.04722222222222222,0.6938775510204082,0.08842652795838751,Metaphinder
Gut_Medium_Halfnormal,0.008632138114209827,0.5652173913043478,0.017004578155657292,Metaphinder
Gut_Full_Halfnormal,0.01710097719869707,0.8305084745762712,0.03351191154679129,Metaphinder
Soil_Medium_Uniform,0.010526315789473684,0.5,0.020618556701030927,Metaphinder
Soil_Medium_Lognormal,0.0049504950495049506,0.631578947368421,0.009823986901350798,Metaphinder
Gut_Medium_Exponential,0.020833333333333332,0.8611111111111112,0.04068241469816272,Metaphinder
Gut_Full_Exponential,0.02664298401420959,0.8426966292134831,0.051652892561983466,Metaphinder
Soil_Medium_Zero,0.005010737294201861,0.7777777777777778,0.00995732574679943,Metaphinder
Soil_Full_Uniform,0.012821623494758728,0.5873015873015873,0.02509537939805002,Metaphinder
Gut_Full_Zero,0.021920668058455117,0.7720588235294118,0.04263093788063338,Metaphinder
Gut_Medium_Zero,0.012542759407069556,0.7586206896551724,0.024677509814918678,Metaphinder
Soil_Low_Halfnormal,0.0,0.0,0.0,Metaphinder
Soil_Medium_Halfnormal,0.009191176470588236,0.7692307692307693,0.018165304268846504,Metaphinder
Gut_Low_Zero,0.0,0.0,0.0,Metaphinder
