Simulation,Precision,Recall,F1 Score,Tool
Gut_Medium_Halfnormal,0.031914893617021274,0.7,0.061046511627906974,Earth Virome
Gut_Full_Lognormal,0.021771696794167582,0.630057803468208,0.042089004730186313,Earth Virome
Gut_Medium_Lognormal,0.0034965034965034965,0.3333333333333333,0.006920415224913495,Earth Virome
Soil_Medium_Exponential,0.03343108504398827,0.5757575757575758,0.06319290465631928,Earth Virome
Soil_Medium_Uniform,0.047619047619047616,0.6666666666666666,0.08888888888888889,Earth Virome
Gut_Full_Uniform,0.006111006111006111,0.5132275132275133,0.012078196986676627,Earth Virome
Soil_Full_Halfnormal,0.018429440741813966,0.5398981324278438,0.03564223268325487,Earth Virome
Soil_Medium_Zero,0.003926701570680628,0.8571428571428571,0.007817589576547232,Earth Virome
Soil_Medium_Lognormal,0.008723235527359239,0.6875,0.01722787783868442,Earth Virome
Gut_Medium_Exponential,0.028538147932440302,0.7424242424242424,0.054963544587773416,Earth Virome
Soil_Low_Halfnormal,0.1111111111111111,1.0,0.19999999999999998,Earth Virome
Soil_Medium_Halfnormal,0.011560693641618497,0.6,0.02268431001890359,Earth Virome
Gut_Full_Halfnormal,0.02980443775855585,0.6509240246406571,0.056999011058167764,Earth Virome
Gut_Low_Zero,0.0,0.0,0.0,Earth Virome
Gut_Medium_Zero,0.0210896309314587,0.5714285714285714,0.04067796610169492,Earth Virome
Gut_Medium_Uniform,0.06,0.5,0.10714285714285712,Earth Virome
Soil_Low_Uniform,0.0,0.0,0.0,Earth Virome
Soil_Low_Lognormal,0.021739130434782608,1.0,0.042553191489361694,Earth Virome
Gut_Low_Exponential,0.0,0.0,0.0,Earth Virome
Soil_Full_Lognormal,0.026999024865919066,0.6195804195804195,0.051743269286924014,Earth Virome
Gut_Full_Exponential,0.033185042683659974,0.6798029556650246,0.06328098131376819,Earth Virome
Gut_Low_Uniform,0.0,0.0,0.0,Earth Virome
Gut_Low_Halfnormal,0.0,0.0,0.0,Earth Virome
Soil_Low_Exponential,0.0,0.0,0.0,Earth Virome
Gut_Full_Zero,0.02564102564102564,0.5705705705705706,0.049076585302854185,Earth Virome
Soil_Low_Zero,0.0,0.0,0.0,Earth Virome
Soil_Full_Uniform,0.011074100046750818,0.554904831625183,0.02171484229524164,Earth Virome
Soil_Full_Zero,0.02063456844907921,0.5274102079395085,0.03971530249110321,Earth Virome
Soil_Full_Exponential,0.030076871408314054,0.5748930099857347,0.05716312056737589,Earth Virome
Gut_Low_Lognormal,0.0,0.0,0.0,Earth Virome
Soil_Low_Lognormal,0.009615384615384616,1.0,0.01904761904761905,Metaphinder
