"","name","length","score","pvalue"
"1","Bacteria_NZ_AP023239_1_length_268183_cov_8.757608",268183,0.0186470448159623,0.628062090710648
"2","Bacteria_NZ_AP023239_2_length_224135_cov_8.911665",224135,0.0124393390070309,0.692578219742906
"3","Bacteria_NZ_AP023239_3_length_217682_cov_8.898023",217682,0.0179188630825829,0.635217074945428
"4","Bacteria_NZ_AP023239_4_length_213187_cov_8.909178",213187,0.0138660961996978,0.675964103807907
"5","Bacteria_NZ_AP023239_5_length_175934_cov_8.898948",175934,0.0180756717626407,0.633398011156925
"6","Bacteria_NZ_AP023239_6_length_159558_cov_8.686495",159558,0.0212219259533678,0.605748241571671
"7","Bacteria_NZ_AP023239_7_length_156901_cov_8.760370",156901,0.014936273657395,0.665413533834586
"8","Bacteria_NZ_AP023239_8_length_145242_cov_8.929091",145242,0.0358427942079505,0.512005821004123
"9","Bacteria_NZ_AP023239_9_length_145127_cov_8.455519",145127,0.0556833653949764,0.43439243269464
"10","Bacteria_NZ_AP023239_10_length_144841_cov_8.979176",144841,0.0195837409157371,0.618724229929663
"11","Bacteria_NZ_AP023239_11_length_140226_cov_8.679484",140226,0.0246046707770694,0.577977201067184
"12","Bacteria_NZ_AP023239_12_length_136330_cov_8.661486",136330,0.015520188635738,0.658622362357507
"13","Bacteria_NZ_AP023239_13_length_117071_cov_8.330100",117071,0.0445740208481165,0.471865146737812
"14","Bacteria_NZ_AP023239_14_length_112819_cov_9.062023",112819,0.0214406712634848,0.603686635944701
"15","Bacteria_NZ_AP023239_15_length_101886_cov_8.537744",101886,0.0120312471387544,0.697307785593015
"16","Bacteria_NZ_AP023239_16_length_98834_cov_8.356715",98834,0.0128178413350261,0.688212466650497
"17","Bacteria_NZ_AP023239_17_length_96974_cov_9.019852",96974,0.016409108361091,0.650254668930391
"18","Bacteria_NZ_AP023239_18_length_95565_cov_8.825453",95565,0.017790640536981,0.636551055056997
"19","Bacteria_NZ_AP023239_19_length_95357_cov_8.490535",95357,0.0314874703210224,0.535774921173902
"20","Bacteria_NZ_AP023239_20_length_92362_cov_8.343831",92362,0.0179824300170963,0.63424690759156
"21","Bacteria_NZ_AP023239_21_length_84264_cov_8.822050",84264,0.0246856347568816,0.57749211739025
"22","Bacteria_NZ_AP023239_22_length_83842_cov_8.459797",83842,0.0272184901693937,0.563303419839922
"23","Bacteria_NZ_AP023239_23_length_80914_cov_8.607836",80914,0.082508333023624,0.369633761823915
"24","Bacteria_NZ_AP023239_24_length_77629_cov_9.148658",77629,0.0182100762391362,0.632185301964589
"25","Bacteria_NZ_AP023239_25_length_76862_cov_8.590024",76862,0.0254707404748519,0.573368906136309
"26","Bacteria_NZ_AP023239_26_length_75055_cov_9.347867",75055,0.0118682630617814,0.699611933058453
"27","Bacteria_NZ_AP023239_27_length_74565_cov_8.619367",74565,0.0287303354644668,0.552510308028135
"28","Bacteria_NZ_AP023239_28_length_70825_cov_8.943394",70825,0.073835204024842,0.387703128789716
"29","Bacteria_NZ_AP023239_29_length_70677_cov_8.596188",70677,0.00803068948308362,0.757094348775164
"30","Bacteria_NZ_AP023239_30_length_69466_cov_8.888101",69466,0.0108900613292693,0.711496483143342
"31","Bacteria_NZ_AP023239_31_length_65454_cov_8.882873",65454,0.0332176680448566,0.525466893039049
